dem,eleccion,sec,id_cas,ln,pe,pan,pri,prd,pvem,pt,mc,na,morena,ph,eas,pri_pvem,prd_pt,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,ph_p,es_p,pri_pvem_p,prd_pt_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_pvem_p,coal_prd_pt_,coal_morena_p,coal_mc_p,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
BENITO JUAREZ,2015,4485,4485-C1,676,703,101,24,34,9,7,19,8,79,12,19,0,0,4,27,343,101,79,34,22,0.0641399417,45,0.1311953353,0.5073964497,29.45%,7.00%,9.91%,2.62%,2.04%,5.54%,2.33%,23.03%,3.50%,5.54%,0.00%,0.00%,1.17%,7.87%,100.00%,29.45%,23.03%,9.91%,PAN,MORENA,PRD,29.45%,9.62%,11.95%,23.03%,5.54%,20.41%,100.00%,29.45%,23.03%,11.95%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4486,4486-B,506,525,67,34,26,11,4,8,2,52,11,18,1,0,1,21,256,67,52,34,15,0.0585937500,18,0.0703125000,0.5059288538,26.17%,13.28%,10.16%,4.30%,1.56%,3.13%,0.78%,20.31%,4.30%,7.03%,0.39%,0.00%,0.39%,8.20%,100.00%,26.17%,20.31%,13.28%,PAN,MORENA,PRI,26.17%,17.97%,11.72%,20.31%,3.13%,20.70%,100.00%,26.17%,20.31%,17.97%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4486,4486-C1,506,525,72,31,25,9,3,4,10,44,6,9,0,0,1,18,232,72,44,31,28,0.1206896552,13,0.0560344828,0.4584980237,31.03%,13.36%,10.78%,3.88%,1.29%,1.72%,4.31%,18.97%,2.59%,3.88%,0.00%,0.00%,0.43%,7.76%,100.00%,31.03%,18.97%,13.36%,PAN,MORENA,PRI,31.03%,17.24%,12.07%,18.97%,1.72%,18.97%,100.00%,31.03%,18.97%,17.24%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4486,4486-C2,506,524,74,20,31,10,5,11,5,45,6,11,2,1,0,14,235,74,45,31,29,0.1234042553,14,0.0595744681,0.4644268775,31.49%,8.51%,13.19%,4.26%,2.13%,4.68%,2.13%,19.15%,2.55%,4.68%,0.85%,0.43%,0.00%,5.96%,100.00%,31.49%,19.15%,13.19%,PAN,MORENA,PRD,31.49%,13.62%,15.74%,19.15%,4.68%,15.32%,100.00%,31.49%,19.15%,15.74%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4487,4487-B,744,778,69,35,29,19,1,7,7,66,15,20,0,1,0,13,282,69,66,35,3,0.0106382979,31,0.1099290780,0.3790322581,24.47%,12.41%,10.28%,6.74%,0.35%,2.48%,2.48%,23.40%,5.32%,7.09%,0.00%,0.35%,0.00%,4.61%,100.00%,24.47%,23.40%,12.41%,PAN,MORENA,PRI,24.47%,19.15%,10.99%,23.40%,2.48%,19.50%,100.00%,24.47%,23.40%,19.15%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4487,4487-C1,743,778,78,44,42,14,6,12,4,74,9,14,1,0,1,18,317,78,74,44,4,0.0126182965,30,0.0946372240,0.4266487214,24.61%,13.88%,13.25%,4.42%,1.89%,3.79%,1.26%,23.34%,2.84%,4.42%,0.32%,0.00%,0.32%,5.68%,100.00%,24.61%,23.34%,13.88%,PAN,MORENA,PRI,24.61%,18.61%,15.14%,23.34%,3.79%,14.51%,100.00%,24.61%,23.34%,18.61%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4488,4488-B,511,529,87,18,19,7,1,7,4,34,5,8,1,0,2,17,210,87,34,19,53,0.2523809524,15,0.0714285714,0.4109589041,41.43%,8.57%,9.05%,3.33%,0.48%,3.33%,1.90%,16.19%,2.38%,3.81%,0.48%,0.00%,0.95%,8.10%,100.00%,41.43%,16.19%,9.05%,PAN,MORENA,PRD,41.43%,12.38%,9.52%,16.19%,3.33%,17.14%,100.00%,41.43%,16.19%,12.38%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4488,4488-C1,511,529,72,24,27,14,1,13,7,35,10,15,0,0,1,16,235,72,35,27,37,0.1574468085,8,0.0340425532,0.4598825832,30.64%,10.21%,11.49%,5.96%,0.43%,5.53%,2.98%,14.89%,4.26%,6.38%,0.00%,0.00%,0.43%,6.81%,100.00%,30.64%,14.89%,11.49%,PAN,MORENA,PRD,30.64%,16.17%,11.91%,14.89%,5.53%,20.85%,100.00%,30.64%,16.17%,14.89%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4488,4488-C2,510,528,77,24,14,27,2,6,3,54,7,12,2,1,0,8,237,77,54,27,23,0.0970464135,27,0.1139240506,0.4647058824,32.49%,10.13%,5.91%,11.39%,0.84%,2.53%,1.27%,22.78%,2.95%,5.06%,0.84%,0.42%,0.00%,3.38%,100.00%,32.49%,22.78%,11.39%,PAN,MORENA,PVEM,32.49%,22.36%,7.17%,22.78%,2.53%,12.66%,100.00%,32.49%,22.78%,22.36%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4489,4489-B,564,585,71,26,15,14,4,8,7,49,6,17,1,1,1,17,237,71,49,26,22,0.0928270042,23,0.0970464135,0.4202127660,29.96%,10.97%,6.33%,5.91%,1.69%,3.38%,2.95%,20.68%,2.53%,7.17%,0.42%,0.42%,0.42%,7.17%,100.00%,29.96%,20.68%,10.97%,PAN,MORENA,PRI,29.96%,17.30%,8.44%,20.68%,3.38%,20.25%,100.00%,29.96%,20.68%,17.30%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4489,4489-C1,563,584,69,26,33,13,6,14,13,56,8,13,0,1,0,11,263,69,56,33,13,0.0494296578,23,0.0874524715,0.4671403197,26.24%,9.89%,12.55%,4.94%,2.28%,5.32%,4.94%,21.29%,3.04%,4.94%,0.00%,0.38%,0.00%,4.18%,100.00%,26.24%,21.29%,12.55%,PAN,MORENA,PRD,26.24%,14.83%,15.21%,21.29%,5.32%,17.11%,100.00%,26.24%,21.29%,15.21%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4489,4489-C2,563,584,76,27,26,11,2,9,5,41,5,16,1,0,0,11,230,76,41,27,35,0.1521739130,14,0.0608695652,0.4085257549,33.04%,11.74%,11.30%,4.78%,0.87%,3.91%,2.17%,17.83%,2.17%,6.96%,0.43%,0.00%,0.00%,4.78%,100.00%,33.04%,17.83%,11.74%,PAN,MORENA,PRI,33.04%,16.96%,12.17%,17.83%,3.91%,16.09%,100.00%,33.04%,17.83%,16.96%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4490,4490-B,502,518,76,29,19,10,0,13,1,41,6,15,1,0,0,17,228,76,41,29,35,0.1535087719,12,0.0526315789,0.4541832669,33.33%,12.72%,8.33%,4.39%,0.00%,5.70%,0.44%,17.98%,2.63%,6.58%,0.44%,0.00%,0.00%,7.46%,100.00%,33.33%,17.98%,12.72%,PAN,MORENA,PRI,33.33%,17.54%,8.33%,17.98%,5.70%,17.11%,100.00%,33.33%,17.98%,17.54%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4490,4490-C1,502,518,94,29,25,7,4,11,8,49,14,10,1,1,1,17,271,94,49,29,45,0.1660516605,20,0.0738007380,0.5398406375,34.69%,10.70%,9.23%,2.58%,1.48%,4.06%,2.95%,18.08%,5.17%,3.69%,0.37%,0.37%,0.37%,6.27%,100.00%,34.69%,18.08%,10.70%,PAN,MORENA,PRI,34.69%,13.65%,11.07%,18.08%,4.06%,18.45%,100.00%,34.69%,18.08%,13.65%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4490,4490-C2,502,517,91,17,22,12,2,7,4,43,11,14,0,0,0,12,235,91,43,22,48,0.2042553191,21,0.0893617021,0.4681274900,38.72%,7.23%,9.36%,5.11%,0.85%,2.98%,1.70%,18.30%,4.68%,5.96%,0.00%,0.00%,0.00%,5.11%,100.00%,38.72%,18.30%,9.36%,PAN,MORENA,PRD,38.72%,12.34%,10.21%,18.30%,2.98%,17.45%,100.00%,38.72%,18.30%,12.34%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4491,4491-B,702,731,111,36,33,17,3,12,6,70,11,17,0,2,3,31,352,111,70,36,41,0.1164772727,34,0.0965909091,0.5014245014,31.53%,10.23%,9.38%,4.83%,0.85%,3.41%,1.70%,19.89%,3.13%,4.83%,0.00%,0.57%,0.85%,8.81%,100.00%,31.53%,19.89%,10.23%,PAN,MORENA,PRI,31.53%,15.06%,10.80%,19.89%,3.41%,19.32%,100.00%,31.53%,19.89%,15.06%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4491,4491-C1,702,731,103,36,32,14,5,7,10,60,11,19,0,0,2,20,319,103,60,36,43,0.1347962382,24,0.0752351097,0.4544159544,32.29%,11.29%,10.03%,4.39%,1.57%,2.19%,3.13%,18.81%,3.45%,5.96%,0.00%,0.00%,0.63%,6.27%,100.00%,32.29%,18.81%,11.29%,PAN,MORENA,PRI,32.29%,15.67%,11.60%,18.81%,2.19%,19.44%,100.00%,32.29%,18.81%,15.67%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4492,4492-B,540,563,84,34,30,5,5,5,6,52,8,11,2,1,0,26,269,84,52,34,32,0.1189591078,18,0.0669144981,0.4981481481,31.23%,12.64%,11.15%,1.86%,1.86%,1.86%,2.23%,19.33%,2.97%,4.09%,0.74%,0.37%,0.00%,9.67%,100.00%,31.23%,19.33%,12.64%,PAN,MORENA,PRI,31.23%,15.24%,13.38%,19.33%,1.86%,18.96%,100.00%,31.23%,19.33%,15.24%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4492,4492-C1,540,562,72,22,26,9,8,12,5,55,5,12,2,0,2,17,247,72,55,26,17,0.0688259109,29,0.1174089069,0.4574074074,29.15%,8.91%,10.53%,3.64%,3.24%,4.86%,2.02%,22.27%,2.02%,4.86%,0.81%,0.00%,0.81%,6.88%,100.00%,29.15%,22.27%,10.53%,PAN,MORENA,PRD,29.15%,13.36%,13.77%,22.27%,4.86%,16.60%,100.00%,29.15%,22.27%,13.77%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4492,4492-C2,539,562,86,16,38,5,2,9,11,41,5,14,2,0,1,21,251,86,41,38,45,0.1792828685,3,0.0119521912,0.4656771800,34.26%,6.37%,15.14%,1.99%,0.80%,3.59%,4.38%,16.33%,1.99%,5.58%,0.80%,0.00%,0.40%,8.37%,100.00%,34.26%,16.33%,15.14%,PAN,MORENA,PRD,34.26%,9.16%,15.94%,16.33%,3.59%,20.72%,100.00%,34.26%,16.33%,15.94%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4493,4493-B,600,627,140,24,22,9,4,16,3,32,4,4,3,0,0,21,282,140,32,24,108,0.3829787234,8,0.0283687943,0.4700000000,49.65%,8.51%,7.80%,3.19%,1.42%,5.67%,1.06%,11.35%,1.42%,1.42%,1.06%,0.00%,0.00%,7.45%,100.00%,49.65%,11.35%,8.51%,PAN,MORENA,PRI,49.65%,12.77%,9.22%,11.35%,5.67%,11.35%,100.00%,49.65%,12.77%,11.35%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4493,4493-C1,599,626,114,39,24,9,3,13,3,70,7,20,2,0,0,19,323,114,70,39,44,0.1362229102,31,0.0959752322,0.5392320534,35.29%,12.07%,7.43%,2.79%,0.93%,4.02%,0.93%,21.67%,2.17%,6.19%,0.62%,0.00%,0.00%,5.88%,100.00%,35.29%,21.67%,12.07%,PAN,MORENA,PRI,35.29%,15.48%,8.36%,21.67%,4.02%,15.17%,100.00%,35.29%,21.67%,15.48%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4493,4493-C2,599,626,124,26,23,10,3,14,1,50,13,9,1,1,1,22,298,124,50,26,74,0.2483221477,24,0.0805369128,0.4974958264,41.61%,8.72%,7.72%,3.36%,1.01%,4.70%,0.34%,16.78%,4.36%,3.02%,0.34%,0.34%,0.34%,7.38%,100.00%,41.61%,16.78%,8.72%,PAN,MORENA,PRI,41.61%,12.42%,9.06%,16.78%,4.70%,15.44%,100.00%,41.61%,16.78%,12.42%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4494,4494-B,542,562,100,19,25,12,2,10,1,24,2,15,1,0,0,15,226,100,25,24,75,0.3318584071,1,0.0044247788,0.4169741697,44.25%,8.41%,11.06%,5.31%,0.88%,4.42%,0.44%,10.62%,0.88%,6.64%,0.44%,0.00%,0.00%,6.64%,100.00%,44.25%,11.06%,10.62%,PAN,PRD,MORENA,44.25%,14.16%,11.95%,10.62%,4.42%,14.60%,100.00%,44.25%,14.16%,11.95%,PAN,PRI_PVEM,PRD_PT
BENITO JUAREZ,2015,4494,4494-C1,542,562,96,26,20,4,4,8,8,21,5,7,1,0,0,13,213,96,26,21,70,0.3286384977,5,0.0234741784,0.3929889299,45.07%,12.21%,9.39%,1.88%,1.88%,3.76%,3.76%,9.86%,2.35%,3.29%,0.47%,0.00%,0.00%,6.10%,100.00%,45.07%,12.21%,9.86%,PAN,PRI,MORENA,45.07%,14.55%,11.27%,9.86%,3.76%,15.49%,100.00%,45.07%,14.55%,11.27%,PAN,PRI_PVEM,PRD_PT
BENITO JUAREZ,2015,4495,4495-B,542,560,111,22,26,5,4,21,2,39,6,11,0,0,0,15,262,111,39,26,72,0.2748091603,13,0.0496183206,0.4833948339,42.37%,8.40%,9.92%,1.91%,1.53%,8.02%,0.76%,14.89%,2.29%,4.20%,0.00%,0.00%,0.00%,5.73%,100.00%,42.37%,14.89%,9.92%,PAN,MORENA,PRD,42.37%,10.31%,11.45%,14.89%,8.02%,12.98%,100.00%,42.37%,14.89%,11.45%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4495,4495-C1,542,560,117,20,17,5,3,13,3,49,1,18,0,0,1,22,269,117,49,20,68,0.2527881041,29,0.1078066914,0.4963099631,43.49%,7.43%,6.32%,1.86%,1.12%,4.83%,1.12%,18.22%,0.37%,6.69%,0.00%,0.00%,0.37%,8.18%,100.00%,43.49%,18.22%,7.43%,PAN,MORENA,PRI,43.49%,9.29%,7.43%,18.22%,4.83%,16.73%,100.00%,43.49%,18.22%,9.29%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4495,4495-C2,542,560,110,13,9,8,3,16,3,41,4,22,0,1,1,25,256,110,41,22,69,0.2695312500,19,0.0742187500,0.4723247232,42.97%,5.08%,3.52%,3.13%,1.17%,6.25%,1.17%,16.02%,1.56%,8.59%,0.00%,0.39%,0.39%,9.77%,100.00%,42.97%,16.02%,8.59%,PAN,MORENA,ES,42.97%,8.20%,5.08%,16.02%,6.25%,21.48%,100.00%,42.97%,16.02%,8.20%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4496,4496-B,571,586,104,29,29,13,7,8,3,48,5,6,3,0,1,16,272,104,48,29,56,0.2058823529,19,0.0698529412,0.4763572680,38.24%,10.66%,10.66%,4.78%,2.57%,2.94%,1.10%,17.65%,1.84%,2.21%,1.10%,0.00%,0.37%,5.88%,100.00%,38.24%,17.65%,10.66%,PAN,MORENA,PRI,38.24%,16.54%,13.24%,17.65%,2.94%,11.40%,100.00%,38.24%,17.65%,16.54%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4496,4496-C1,570,585,134,29,26,15,5,9,2,29,8,9,3,2,0,9,280,134,29,29,105,0.3750000000,0,0.0000000000,0.4912280702,47.86%,10.36%,9.29%,5.36%,1.79%,3.21%,0.71%,10.36%,2.86%,3.21%,1.07%,0.71%,0.00%,3.21%,100.00%,47.86%,10.36%,10.36%,PAN,MORENA,MORENA,47.86%,16.79%,11.79%,10.36%,3.21%,10.00%,100.00%,47.86%,16.79%,11.79%,PAN,PRI_PVEM,PRD_PT
BENITO JUAREZ,2015,4497,4497-B,575,614,132,37,23,23,0,12,5,47,8,17,0,0,0,20,324,132,47,37,85,0.2623456790,10,0.0308641975,0.5634782609,40.74%,11.42%,7.10%,7.10%,0.00%,3.70%,1.54%,14.51%,2.47%,5.25%,0.00%,0.00%,0.00%,6.17%,100.00%,40.74%,14.51%,11.42%,PAN,MORENA,PRI,40.74%,18.52%,7.10%,14.51%,3.70%,15.43%,100.00%,40.74%,18.52%,14.51%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4498,4498-B,718,745,140,26,31,18,4,20,12,56,9,16,0,0,4,20,356,140,56,31,84,0.2359550562,25,0.0702247191,0.4958217270,39.33%,7.30%,8.71%,5.06%,1.12%,5.62%,3.37%,15.73%,2.53%,4.49%,0.00%,0.00%,1.12%,5.62%,100.00%,39.33%,15.73%,8.71%,PAN,MORENA,PRD,39.33%,12.36%,9.83%,15.73%,5.62%,17.13%,100.00%,39.33%,15.73%,12.36%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4498,4498-C1,718,744,139,33,26,11,9,7,7,75,12,15,1,0,2,20,357,139,75,33,64,0.1792717087,42,0.1176470588,0.4972144847,38.94%,9.24%,7.28%,3.08%,2.52%,1.96%,1.96%,21.01%,3.36%,4.20%,0.28%,0.00%,0.56%,5.60%,100.00%,38.94%,21.01%,9.24%,PAN,MORENA,PRI,38.94%,12.61%,9.80%,21.01%,1.96%,15.69%,100.00%,38.94%,21.01%,12.61%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4499,4499-B,601,627,106,31,26,11,4,15,4,51,8,18,2,0,0,16,292,106,51,31,55,0.1883561644,20,0.0684931507,0.4858569052,36.30%,10.62%,8.90%,3.77%,1.37%,5.14%,1.37%,17.47%,2.74%,6.16%,0.68%,0.00%,0.00%,5.48%,100.00%,36.30%,17.47%,10.62%,PAN,MORENA,PRI,36.30%,15.07%,10.27%,17.47%,5.14%,15.75%,100.00%,36.30%,17.47%,15.07%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4499,4499-C1,601,626,105,37,26,10,1,10,7,35,7,8,0,0,2,32,280,105,37,35,68,0.2428571429,2,0.0071428571,0.4658901830,37.50%,13.21%,9.29%,3.57%,0.36%,3.57%,2.50%,12.50%,2.50%,2.86%,0.00%,0.00%,0.71%,11.43%,100.00%,37.50%,13.21%,12.50%,PAN,PRI,MORENA,37.50%,16.79%,9.64%,12.50%,3.57%,20.00%,100.00%,37.50%,16.79%,12.50%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4500,4500-B,593,613,113,24,25,14,2,15,5,61,6,15,0,1,0,27,308,113,61,25,52,0.1688311688,36,0.1168831169,0.5193929174,36.69%,7.79%,8.12%,4.55%,0.65%,4.87%,1.62%,19.81%,1.95%,4.87%,0.00%,0.32%,0.00%,8.77%,100.00%,36.69%,19.81%,8.12%,PAN,MORENA,PRD,36.69%,12.34%,9.09%,19.81%,4.87%,17.21%,100.00%,36.69%,19.81%,12.34%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4500,4500-C1,593,612,88,28,3,9,1,13,7,41,4,9,0,0,2,21,226,88,41,28,47,0.2079646018,13,0.0575221239,0.3811129848,38.94%,12.39%,1.33%,3.98%,0.44%,5.75%,3.10%,18.14%,1.77%,3.98%,0.00%,0.00%,0.88%,9.29%,100.00%,38.94%,18.14%,12.39%,PAN,MORENA,PRI,38.94%,16.37%,1.77%,18.14%,5.75%,19.03%,100.00%,38.94%,18.14%,16.37%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4500,4500-C2,593,612,83,28,17,12,6,7,6,62,8,14,2,0,2,25,272,83,62,28,21,0.0772058824,34,0.1250000000,0.4586846543,30.51%,10.29%,6.25%,4.41%,2.21%,2.57%,2.21%,22.79%,2.94%,5.15%,0.74%,0.00%,0.74%,9.19%,100.00%,30.51%,22.79%,10.29%,PAN,MORENA,PRI,30.51%,15.44%,8.46%,22.79%,2.57%,20.22%,100.00%,30.51%,22.79%,15.44%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4501,4501-B,743,780,139,44,36,15,6,11,7,54,10,16,1,0,2,20,361,139,54,44,85,0.2354570637,10,0.0277008310,0.4858681023,38.50%,12.19%,9.97%,4.16%,1.66%,3.05%,1.94%,14.96%,2.77%,4.43%,0.28%,0.00%,0.55%,5.54%,100.00%,38.50%,14.96%,12.19%,PAN,MORENA,PRI,38.50%,16.62%,11.63%,14.96%,3.05%,15.24%,100.00%,38.50%,16.62%,14.96%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4501,4501-C1,743,780,142,30,29,12,3,15,4,57,9,20,1,0,2,34,358,142,57,30,85,0.2374301676,27,0.0754189944,0.4818304172,39.66%,8.38%,8.10%,3.35%,0.84%,4.19%,1.12%,15.92%,2.51%,5.59%,0.28%,0.00%,0.56%,9.50%,100.00%,39.66%,15.92%,8.38%,PAN,MORENA,PRI,39.66%,12.01%,8.94%,15.92%,4.19%,19.27%,100.00%,39.66%,15.92%,12.01%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4502,4502-B,535,553,87,33,25,10,2,6,10,53,4,23,0,0,0,17,270,87,53,33,34,0.1259259259,20,0.0740740741,0.5046728972,32.22%,12.22%,9.26%,3.70%,0.74%,2.22%,3.70%,19.63%,1.48%,8.52%,0.00%,0.00%,0.00%,6.30%,100.00%,32.22%,19.63%,12.22%,PAN,MORENA,PRI,32.22%,15.93%,10.00%,19.63%,2.22%,20.00%,100.00%,32.22%,19.63%,15.93%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4502,4502-C1,535,552,79,22,16,12,1,9,6,39,7,13,0,0,0,24,228,79,39,22,40,0.1754385965,17,0.0745614035,0.4261682243,34.65%,9.65%,7.02%,5.26%,0.44%,3.95%,2.63%,17.11%,3.07%,5.70%,0.00%,0.00%,0.00%,10.53%,100.00%,34.65%,17.11%,9.65%,PAN,MORENA,PRI,34.65%,14.91%,7.46%,17.11%,3.95%,21.93%,100.00%,34.65%,17.11%,14.91%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4502,4502-C2,534,552,87,28,23,17,3,6,5,57,8,14,0,0,0,6,254,87,57,28,30,0.1181102362,29,0.1141732283,0.4756554307,34.25%,11.02%,9.06%,6.69%,1.18%,2.36%,1.97%,22.44%,3.15%,5.51%,0.00%,0.00%,0.00%,2.36%,100.00%,34.25%,22.44%,11.02%,PAN,MORENA,PRI,34.25%,17.72%,10.24%,22.44%,2.36%,12.99%,100.00%,34.25%,22.44%,17.72%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4503,4503-B,508,525,99,17,21,13,3,7,0,37,7,15,0,0,3,21,243,99,37,21,62,0.2551440329,16,0.0658436214,0.4783464567,40.74%,7.00%,8.64%,5.35%,1.23%,2.88%,0.00%,15.23%,2.88%,6.17%,0.00%,0.00%,1.23%,8.64%,100.00%,40.74%,15.23%,8.64%,PAN,MORENA,PRD,40.74%,12.35%,9.88%,15.23%,2.88%,18.93%,100.00%,40.74%,15.23%,12.35%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4503,4503-C1,507,525,77,16,29,10,2,10,2,52,7,15,1,0,2,17,240,77,52,29,25,0.1041666667,23,0.0958333333,0.4733727811,32.08%,6.67%,12.08%,4.17%,0.83%,4.17%,0.83%,21.67%,2.92%,6.25%,0.42%,0.00%,0.83%,7.08%,100.00%,32.08%,21.67%,12.08%,PAN,MORENA,PRD,32.08%,11.25%,12.92%,21.67%,4.17%,17.92%,100.00%,32.08%,21.67%,12.92%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4503,4503-C2,507,524,74,23,26,15,1,11,4,48,6,17,2,0,0,16,243,74,48,26,26,0.1069958848,22,0.0905349794,0.4792899408,30.45%,9.47%,10.70%,6.17%,0.41%,4.53%,1.65%,19.75%,2.47%,7.00%,0.82%,0.00%,0.00%,6.58%,100.00%,30.45%,19.75%,10.70%,PAN,MORENA,PRD,30.45%,16.46%,11.11%,19.75%,4.53%,17.70%,100.00%,30.45%,19.75%,16.46%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4504,4504-B,698,727,101,31,37,15,5,16,1,79,11,15,3,1,3,23,341,101,79,37,22,0.0645161290,42,0.1231671554,0.4885386819,29.62%,9.09%,10.85%,4.40%,1.47%,4.69%,0.29%,23.17%,3.23%,4.40%,0.88%,0.29%,0.88%,6.74%,100.00%,29.62%,23.17%,10.85%,PAN,MORENA,PRD,29.62%,14.37%,12.61%,23.17%,4.69%,15.54%,100.00%,29.62%,23.17%,14.37%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4504,4504-C1,698,727,108,36,37,17,4,15,5,62,8,19,2,1,0,36,350,108,62,37,46,0.1314285714,25,0.0714285714,0.5014326648,30.86%,10.29%,10.57%,4.86%,1.14%,4.29%,1.43%,17.71%,2.29%,5.43%,0.57%,0.29%,0.00%,10.29%,100.00%,30.86%,17.71%,10.57%,PAN,MORENA,PRD,30.86%,15.71%,12.00%,17.71%,4.29%,19.43%,100.00%,30.86%,17.71%,15.71%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4505,4505-B,700,729,126,35,27,9,5,18,2,49,8,20,2,0,1,27,329,126,49,35,77,0.2340425532,14,0.0425531915,0.4700000000,38.30%,10.64%,8.21%,2.74%,1.52%,5.47%,0.61%,14.89%,2.43%,6.08%,0.61%,0.00%,0.30%,8.21%,100.00%,38.30%,14.89%,10.64%,PAN,MORENA,PRI,38.30%,13.98%,9.73%,14.89%,5.47%,17.63%,100.00%,38.30%,14.89%,13.98%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4505,4505-C1,700,728,101,39,29,16,8,16,6,67,11,16,1,0,0,25,335,101,67,39,34,0.1014925373,28,0.0835820896,0.4785714286,30.15%,11.64%,8.66%,4.78%,2.39%,4.78%,1.79%,20.00%,3.28%,4.78%,0.30%,0.00%,0.00%,7.46%,100.00%,30.15%,20.00%,11.64%,PAN,MORENA,PRI,30.15%,16.72%,11.04%,20.00%,4.78%,17.31%,100.00%,30.15%,20.00%,16.72%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4506,4506-B,748,767,106,37,40,8,2,4,6,83,10,7,1,0,0,20,324,106,83,40,23,0.0709876543,43,0.1327160494,0.4331550802,32.72%,11.42%,12.35%,2.47%,0.62%,1.23%,1.85%,25.62%,3.09%,2.16%,0.31%,0.00%,0.00%,6.17%,100.00%,32.72%,25.62%,12.35%,PAN,MORENA,PRD,32.72%,14.20%,12.96%,25.62%,1.23%,13.27%,100.00%,32.72%,25.62%,14.20%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4506,4506-C1,747,767,124,35,51,8,6,13,4,49,8,22,1,0,1,28,350,124,51,49,73,0.2085714286,2,0.0057142857,0.4685408300,35.43%,10.00%,14.57%,2.29%,1.71%,3.71%,1.14%,14.00%,2.29%,6.29%,0.29%,0.00%,0.29%,8.00%,100.00%,35.43%,14.57%,14.00%,PAN,PRD,MORENA,35.43%,12.57%,16.29%,14.00%,3.71%,18.00%,100.00%,35.43%,16.29%,14.00%,PAN,PRD_PT,MORENA
